date,trainId,route,source,destination,scheduledTime,passengerCount,totalCapacity,seatsAvailable,occupancyRate,coaches,platformNumber,delayMinutes,isWeekend,isHoliday,season
2025-12-12,TR006,Jaipur→Mumbai,Jaipur,Mumbai,21:30,662,1360,698,0.48676470588235293,17,10,12,False,False,winter
2025-12-13,TR006,Jaipur→Mumbai,Jaipur,Mumbai,01:30,664,1360,696,0.48823529411764705,17,10,22,True,False,winter
2025-12-14,TR006,Jaipur→Mumbai,Jaipur,Mumbai,16:30,710,1360,650,0.5220588235294118,17,10,22,True,False,winter
2025-12-15,TR006,Jaipur→Mumbai,Jaipur,Mumbai,08:30,522,1360,838,0.38382352941176473,17,10,19,False,False,winter
2025-12-16,TR006,Jaipur→Mumbai,Jaipur,Mumbai,22:30,660,1360,700,0.4852941176470588,17,10,2,False,False,winter
2025-12-17,TR006,Jaipur→Mumbai,Jaipur,Mumbai,12:30,680,1360,680,0.5,17,10,3,False,False,winter
2025-12-18,TR006,Jaipur→Mumbai,Jaipur,Mumbai,14:30,508,1360,852,0.3735294117647059,17,10,11,False,False,winter
2025-12-19,TR006,Jaipur→Mumbai,Jaipur,Mumbai,06:30,833,1360,527,0.6125,17,10,17,False,True,winter
2025-12-20,TR006,Jaipur→Mumbai,Jaipur,Mumbai,04:30,788,1360,572,0.5794117647058824,17,10,23,True,False,winter
2025-12-21,TR006,Jaipur→Mumbai,Jaipur,Mumbai,05:30,706,1360,654,0.5191176470588236,17,10,18,True,False,winter
2025-12-22,TR006,Jaipur→Mumbai,Jaipur,Mumbai,09:30,907,1360,453,0.6669117647058823,17,10,22,False,True,winter
2025-12-23,TR006,Jaipur→Mumbai,Jaipur,Mumbai,02:30,539,1360,821,0.3963235294117647,17,10,17,False,False,winter
2025-12-24,TR006,Jaipur→Mumbai,Jaipur,Mumbai,10:30,516,1360,844,0.37941176470588234,17,10,5,False,False,winter
2025-12-25,TR006,Jaipur→Mumbai,Jaipur,Mumbai,12:30,656,1360,704,0.4823529411764706,17,10,14,False,False,winter
2025-12-26,TR006,Jaipur→Mumbai,Jaipur,Mumbai,06:30,666,1360,694,0.48970588235294116,17,10,3,False,False,winter
2025-12-27,TR006,Jaipur→Mumbai,Jaipur,Mumbai,04:30,654,1360,706,0.4808823529411765,17,10,14,True,False,winter
2025-12-28,TR006,Jaipur→Mumbai,Jaipur,Mumbai,01:30,687,1360,673,0.5051470588235294,17,10,29,True,False,winter
2025-12-29,TR006,Jaipur→Mumbai,Jaipur,Mumbai,10:30,696,1360,664,0.5117647058823529,17,10,6,False,False,winter
2025-12-30,TR006,Jaipur→Mumbai,Jaipur,Mumbai,07:30,554,1360,806,0.4073529411764706,17,10,1,False,False,winter
2025-12-31,TR006,Jaipur→Mumbai,Jaipur,Mumbai,20:30,500,1360,860,0.36764705882352944,17,10,11,False,False,winter
2026-01-01,TR006,Jaipur→Mumbai,Jaipur,Mumbai,18:30,689,1360,671,0.5066176470588235,17,10,4,False,False,winter
2026-01-02,TR006,Jaipur→Mumbai,Jaipur,Mumbai,08:30,758,1360,602,0.5573529411764706,17,10,24,False,True,winter
2026-01-03,TR006,Jaipur→Mumbai,Jaipur,Mumbai,11:30,705,1360,655,0.5183823529411765,17,10,13,True,False,winter
2026-01-04,TR006,Jaipur→Mumbai,Jaipur,Mumbai,17:30,1074,1360,286,0.7897058823529411,17,10,30,True,True,winter
2026-01-05,TR006,Jaipur→Mumbai,Jaipur,Mumbai,15:30,646,1360,714,0.475,17,10,11,False,False,winter
2026-01-06,TR006,Jaipur→Mumbai,Jaipur,Mumbai,01:30,512,1360,848,0.3764705882352941,17,10,1,False,False,winter
2026-01-07,TR006,Jaipur→Mumbai,Jaipur,Mumbai,19:30,516,1360,844,0.37941176470588234,17,10,4,False,False,winter
2026-01-08,TR006,Jaipur→Mumbai,Jaipur,Mumbai,14:30,519,1360,841,0.3816176470588235,17,10,5,False,False,winter
2026-01-09,TR006,Jaipur→Mumbai,Jaipur,Mumbai,19:30,637,1360,723,0.46838235294117647,17,10,18,False,False,winter
2026-01-10,TR006,Jaipur→Mumbai,Jaipur,Mumbai,23:30,749,1360,611,0.5507352941176471,17,10,14,True,False,winter
2026-01-11,TR006,Jaipur→Mumbai,Jaipur,Mumbai,12:30,700,1360,660,0.5147058823529411,17,10,36,True,False,winter
2026-01-12,TR006,Jaipur→Mumbai,Jaipur,Mumbai,13:30,632,1360,728,0.4647058823529412,17,10,0,False,False,winter
2026-01-13,TR006,Jaipur→Mumbai,Jaipur,Mumbai,10:30,615,1360,745,0.4522058823529412,17,10,16,False,False,winter
2026-01-14,TR006,Jaipur→Mumbai,Jaipur,Mumbai,06:30,638,1360,722,0.46911764705882353,17,10,12,False,False,winter
2026-01-15,TR006,Jaipur→Mumbai,Jaipur,Mumbai,11:30,575,1360,785,0.4227941176470588,17,10,17,False,False,winter
2026-01-16,TR006,Jaipur→Mumbai,Jaipur,Mumbai,01:30,698,1360,662,0.513235294117647,17,10,13,False,False,winter
2026-01-17,TR006,Jaipur→Mumbai,Jaipur,Mumbai,14:30,848,1360,512,0.6235294117647059,17,10,18,True,False,winter
2026-01-18,TR006,Jaipur→Mumbai,Jaipur,Mumbai,08:30,757,1360,603,0.5566176470588236,17,10,30,True,False,winter
2026-01-19,TR006,Jaipur→Mumbai,Jaipur,Mumbai,18:30,528,1360,832,0.38823529411764707,17,10,10,False,False,winter
2026-01-20,TR006,Jaipur→Mumbai,Jaipur,Mumbai,23:30,903,1360,457,0.6639705882352941,17,10,21,False,True,winter
2026-01-21,TR006,Jaipur→Mumbai,Jaipur,Mumbai,13:30,672,1360,688,0.49411764705882355,17,10,12,False,False,winter
2026-01-22,TR006,Jaipur→Mumbai,Jaipur,Mumbai,17:30,554,1360,806,0.4073529411764706,17,10,11,False,False,winter
2026-01-23,TR006,Jaipur→Mumbai,Jaipur,Mumbai,14:30,531,1360,829,0.39044117647058824,17,10,14,False,False,winter
2026-01-24,TR006,Jaipur→Mumbai,Jaipur,Mumbai,13:30,699,1360,661,0.5139705882352941,17,10,9,True,False,winter
2026-01-25,TR006,Jaipur→Mumbai,Jaipur,Mumbai,17:30,1063,1360,297,0.7816176470588235,17,10,11,True,True,winter
2026-01-26,TR006,Jaipur→Mumbai,Jaipur,Mumbai,14:30,503,1360,857,0.3698529411764706,17,10,1,False,False,winter
2026-01-27,TR006,Jaipur→Mumbai,Jaipur,Mumbai,09:30,686,1360,674,0.5044117647058823,17,10,18,False,False,winter
2026-01-28,TR006,Jaipur→Mumbai,Jaipur,Mumbai,17:30,686,1360,674,0.5044117647058823,17,10,3,False,False,winter
2026-01-29,TR006,Jaipur→Mumbai,Jaipur,Mumbai,19:30,643,1360,717,0.4727941176470588,17,10,7,False,False,winter
2026-01-30,TR006,Jaipur→Mumbai,Jaipur,Mumbai,16:30,848,1360,512,0.6235294117647059,17,10,5,False,True,winter
2026-01-31,TR006,Jaipur→Mumbai,Jaipur,Mumbai,01:30,1046,1360,314,0.7691176470588236,17,10,31,True,True,winter
2026-02-01,TR006,Jaipur→Mumbai,Jaipur,Mumbai,17:30,650,1360,710,0.47794117647058826,17,10,1,True,False,winter
2026-02-02,TR006,Jaipur→Mumbai,Jaipur,Mumbai,19:30,690,1360,670,0.5073529411764706,17,10,19,False,False,winter
2026-02-03,TR006,Jaipur→Mumbai,Jaipur,Mumbai,14:30,692,1360,668,0.5088235294117647,17,10,8,False,False,winter
2026-02-04,TR006,Jaipur→Mumbai,Jaipur,Mumbai,03:30,818,1360,542,0.6014705882352941,17,10,7,False,True,winter
2026-02-05,TR006,Jaipur→Mumbai,Jaipur,Mumbai,19:30,627,1360,733,0.4610294117647059,17,10,5,False,False,winter
2026-02-06,TR006,Jaipur→Mumbai,Jaipur,Mumbai,09:30,598,1360,762,0.43970588235294117,17,10,10,False,False,winter
2026-02-07,TR006,Jaipur→Mumbai,Jaipur,Mumbai,02:30,726,1360,634,0.5338235294117647,17,10,38,True,False,winter
2026-02-08,TR006,Jaipur→Mumbai,Jaipur,Mumbai,02:30,1062,1360,298,0.7808823529411765,17,10,24,True,True,winter
2026-02-09,TR006,Jaipur→Mumbai,Jaipur,Mumbai,06:30,647,1360,713,0.47573529411764703,17,10,18,False,False,winter
2026-02-10,TR006,Jaipur→Mumbai,Jaipur,Mumbai,20:30,662,1360,698,0.48676470588235293,17,10,18,False,False,winter
2026-02-11,TR006,Jaipur→Mumbai,Jaipur,Mumbai,18:30,699,1360,661,0.5139705882352941,17,10,2,False,False,winter
2026-02-12,TR006,Jaipur→Mumbai,Jaipur,Mumbai,13:30,551,1360,809,0.4051470588235294,17,10,16,False,False,winter
2026-02-13,TR006,Jaipur→Mumbai,Jaipur,Mumbai,09:30,603,1360,757,0.44338235294117645,17,10,3,False,False,winter
2026-02-14,TR006,Jaipur→Mumbai,Jaipur,Mumbai,13:30,807,1360,553,0.5933823529411765,17,10,23,True,False,winter
2026-02-15,TR006,Jaipur→Mumbai,Jaipur,Mumbai,12:30,725,1360,635,0.5330882352941176,17,10,20,True,False,winter
2026-02-16,TR006,Jaipur→Mumbai,Jaipur,Mumbai,18:30,690,1360,670,0.5073529411764706,17,10,18,False,False,winter
2026-02-17,TR006,Jaipur→Mumbai,Jaipur,Mumbai,14:30,630,1360,730,0.4632352941176471,17,10,9,False,False,winter
2026-02-18,TR006,Jaipur→Mumbai,Jaipur,Mumbai,04:30,581,1360,779,0.42720588235294116,17,10,8,False,False,winter
2026-02-19,TR006,Jaipur→Mumbai,Jaipur,Mumbai,07:30,655,1360,705,0.48161764705882354,17,10,10,False,False,winter
2026-02-20,TR006,Jaipur→Mumbai,Jaipur,Mumbai,03:30,801,1360,559,0.5889705882352941,17,10,27,False,True,winter
2026-02-21,TR006,Jaipur→Mumbai,Jaipur,Mumbai,00:30,823,1360,537,0.6051470588235294,17,10,6,True,False,winter
2026-02-22,TR006,Jaipur→Mumbai,Jaipur,Mumbai,00:30,657,1360,703,0.48308823529411765,17,10,35,True,False,winter
2026-02-23,TR006,Jaipur→Mumbai,Jaipur,Mumbai,04:30,582,1360,778,0.4279411764705882,17,10,19,False,False,winter
2026-02-24,TR006,Jaipur→Mumbai,Jaipur,Mumbai,02:30,642,1360,718,0.47205882352941175,17,10,0,False,False,winter
2026-02-25,TR006,Jaipur→Mumbai,Jaipur,Mumbai,10:30,626,1360,734,0.4602941176470588,17,10,13,False,False,winter
2026-02-26,TR006,Jaipur→Mumbai,Jaipur,Mumbai,07:30,562,1360,798,0.41323529411764703,17,10,6,False,False,winter
2026-02-27,TR006,Jaipur→Mumbai,Jaipur,Mumbai,23:30,543,1360,817,0.39926470588235297,17,10,16,False,False,winter
2026-02-28,TR006,Jaipur→Mumbai,Jaipur,Mumbai,03:30,839,1360,521,0.6169117647058824,17,10,27,True,False,winter
2026-03-01,TR006,Jaipur→Mumbai,Jaipur,Mumbai,15:30,781,1360,579,0.5742647058823529,17,10,17,True,False,summer
2026-03-02,TR006,Jaipur→Mumbai,Jaipur,Mumbai,08:30,654,1360,706,0.4808823529411765,17,10,5,False,False,summer
2026-03-03,TR006,Jaipur→Mumbai,Jaipur,Mumbai,03:30,655,1360,705,0.48161764705882354,17,10,12,False,False,summer
2026-03-04,TR006,Jaipur→Mumbai,Jaipur,Mumbai,13:30,853,1360,507,0.6272058823529412,17,10,9,False,True,summer
2025-12-05,TR007,Pune→Delhi,Pune,Delhi,13:30,1308,1360,52,0.961764705882353,17,8,18,False,True,winter
2025-12-06,TR007,Pune→Delhi,Pune,Delhi,16:30,1267,1360,93,0.9316176470588236,17,8,30,True,False,winter
2025-12-07,TR007,Pune→Delhi,Pune,Delhi,18:30,1094,1360,266,0.8044117647058824,17,8,8,True,False,winter
2025-12-08,TR007,Pune→Delhi,Pune,Delhi,22:30,881,1360,479,0.6477941176470589,17,8,14,False,False,winter
2025-12-09,TR007,Pune→Delhi,Pune,Delhi,14:30,944,1360,416,0.6941176470588235,17,8,5,False,False,winter
2025-12-10,TR007,Pune→Delhi,Pune,Delhi,07:30,964,1360,396,0.7088235294117647,17,8,17,False,False,winter
2025-12-11,TR007,Pune→Delhi,Pune,Delhi,08:30,945,1360,415,0.6948529411764706,17,8,9,False,False,winter
2025-12-12,TR007,Pune→Delhi,Pune,Delhi,06:30,872,1360,488,0.6411764705882353,17,8,11,False,False,winter
2025-12-13,TR007,Pune→Delhi,Pune,Delhi,07:30,1239,1360,121,0.9110294117647059,17,8,26,True,False,winter
2025-12-14,TR007,Pune→Delhi,Pune,Delhi,21:30,1134,1360,226,0.8338235294117647,17,8,12,True,False,winter
2025-12-15,TR007,Pune→Delhi,Pune,Delhi,09:30,999,1360,361,0.7345588235294118,17,8,11,False,False,winter
2025-12-16,TR007,Pune→Delhi,Pune,Delhi,15:30,961,1360,399,0.7066176470588236,17,8,8,False,False,winter
2025-12-17,TR007,Pune→Delhi,Pune,Delhi,10:30,970,1360,390,0.7132352941176471,17,8,17,False,False,winter
2025-12-18,TR007,Pune→Delhi,Pune,Delhi,07:30,934,1360,426,0.6867647058823529,17,8,17,False,False,winter
2025-12-19,TR007,Pune→Delhi,Pune,Delhi,08:30,923,1360,437,0.6786764705882353,17,8,2,False,False,winter
2025-12-20,TR007,Pune→Delhi,Pune,Delhi,21:30,1101,1360,259,0.8095588235294118,17,8,33,True,False,winter
2025-12-21,TR007,Pune→Delhi,Pune,Delhi,06:30,1124,1360,236,0.8264705882352941,17,8,28,True,False,winter
2025-12-22,TR007,Pune→Delhi,Pune,Delhi,01:30,1004,1360,356,0.7382352941176471,17,8,18,False,False,winter
2025-12-23,TR007,Pune→Delhi,Pune,Delhi,00:30,912,1360,448,0.6705882352941176,17,8,10,False,False,winter
2025-12-24,TR007,Pune→Delhi,Pune,Delhi,05:30,1005,1360,355,0.7389705882352942,17,8,9,False,False,winter
2025-12-25,TR007,Pune→Delhi,Pune,Delhi,00:30,866,1360,494,0.6367647058823529,17,8,19,False,False,winter
2025-12-26,TR007,Pune→Delhi,Pune,Delhi,23:30,1040,1360,320,0.7647058823529411,17,8,2,False,False,winter
2025-12-27,TR007,Pune→Delhi,Pune,Delhi,19:30,1270,1360,90,0.9338235294117647,17,8,38,True,False,winter
2025-12-28,TR007,Pune→Delhi,Pune,Delhi,23:30,1257,1360,103,0.924264705882353,17,8,22,True,False,winter
2025-12-29,TR007,Pune→Delhi,Pune,Delhi,01:30,926,1360,434,0.6808823529411765,17,8,0,False,False,winter
2025-12-30,TR007,Pune→Delhi,Pune,Delhi,05:30,891,1360,469,0.6551470588235294,17,8,12,False,False,winter
2025-12-31,TR007,Pune→Delhi,Pune,Delhi,20:30,921,1360,439,0.6772058823529412,17,8,2,False,False,winter
2026-01-01,TR007,Pune→Delhi,Pune,Delhi,08:30,903,1360,457,0.6639705882352941,17,8,2,False,False,winter
2026-01-02,TR007,Pune→Delhi,Pune,Delhi,19:30,1408,1360,0,1.035294117647059,17,8,14,False,True,winter
2026-01-03,TR007,Pune→Delhi,Pune,Delhi,23:30,1278,1360,82,0.9397058823529412,17,8,12,True,False,winter
2026-01-04,TR007,Pune→Delhi,Pune,Delhi,13:30,1229,1360,131,0.9036764705882353,17,8,10,True,False,winter
2026-01-05,TR007,Pune→Delhi,Pune,Delhi,13:30,944,1360,416,0.6941176470588235,17,8,16,False,False,winter
2026-01-06,TR007,Pune→Delhi,Pune,Delhi,19:30,1389,1360,0,1.0213235294117646,17,8,8,False,True,winter
2026-01-07,TR007,Pune→Delhi,Pune,Delhi,00:30,1010,1360,350,0.7426470588235294,17,8,8,False,False,winter
2026-01-08,TR007,Pune→Delhi,Pune,Delhi,16:30,969,1360,391,0.7125,17,8,1,False,False,winter
2026-01-09,TR007,Pune→Delhi,Pune,Delhi,23:30,1234,1360,126,0.9073529411764706,17,8,33,False,True,winter
2026-01-10,TR007,Pune→Delhi,Pune,Delhi,05:30,1138,1360,222,0.836764705882353,17,8,15,True,False,winter
2026-01-11,TR007,Pune→Delhi,Pune,Delhi,23:30,1232,1360,128,0.9058823529411765,17,8,22,True,False,winter
2026-01-12,TR007,Pune→Delhi,Pune,Delhi,19:30,942,1360,418,0.6926470588235294,17,8,7,False,False,winter
2026-01-13,TR007,Pune→Delhi,Pune,Delhi,01:30,983,1360,377,0.7227941176470588,17,8,5,False,False,winter
2026-01-14,TR007,Pune→Delhi,Pune,Delhi,06:30,988,1360,372,0.7264705882352941,17,8,4,False,False,winter
2026-01-15,TR007,Pune→Delhi,Pune,Delhi,09:30,859,1360,501,0.6316176470588235,17,8,16,False,False,winter
2026-01-16,TR007,Pune→Delhi,Pune,Delhi,08:30,1008,1360,352,0.7411764705882353,17,8,13,False,False,winter
2026-01-17,TR007,Pune→Delhi,Pune,Delhi,01:30,1230,1360,130,0.9044117647058824,17,8,33,True,False,winter
2026-01-18,TR007,Pune→Delhi,Pune,Delhi,21:30,1144,1360,216,0.8411764705882353,17,8,12,True,False,winter
2026-01-19,TR007,Pune→Delhi,Pune,Delhi,04:30,979,1360,381,0.7198529411764706,17,8,18,False,False,winter
2026-01-20,TR007,Pune→Delhi,Pune,Delhi,00:30,1383,1360,0,1.0169117647058823,17,8,18,False,True,winter
2026-01-21,TR007,Pune→Delhi,Pune,Delhi,15:30,998,1360,362,0.7338235294117647,17,8,8,False,False,winter
2026-01-22,TR007,Pune→Delhi,Pune,Delhi,05:30,956,1360,404,0.7029411764705882,17,8,12,False,False,winter
2026-01-23,TR007,Pune→Delhi,Pune,Delhi,17:30,1018,1360,342,0.7485294117647059,17,8,10,False,False,winter
2026-01-24,TR007,Pune→Delhi,Pune,Delhi,19:30,1165,1360,195,0.8566176470588235,17,8,14,True,False,winter
2026-01-25,TR007,Pune→Delhi,Pune,Delhi,06:30,1217,1360,143,0.8948529411764706,17,8,38,True,False,winter
2026-01-26,TR007,Pune→Delhi,Pune,Delhi,07:30,869,1360,491,0.6389705882352941,17,8,3,False,False,winter
2026-01-27,TR007,Pune→Delhi,Pune,Delhi,02:30,962,1360,398,0.7073529411764706,17,8,0,False,False,winter
2026-01-28,TR007,Pune→Delhi,Pune,Delhi,03:30,998,1360,362,0.7338235294117647,17,8,1,False,False,winter
2026-01-29,TR007,Pune→Delhi,Pune,Delhi,09:30,1010,1360,350,0.7426470588235294,17,8,19,False,False,winter
2026-01-30,TR007,Pune→Delhi,Pune,Delhi,03:30,885,1360,475,0.6507352941176471,17,8,0,False,False,winter
2026-01-31,TR007,Pune→Delhi,Pune,Delhi,00:30,1139,1360,221,0.8375,17,8,36,True,False,winter
2026-02-01,TR007,Pune→Delhi,Pune,Delhi,14:30,1109,1360,251,0.8154411764705882,17,8,19,True,False,winter
2026-02-02,TR007,Pune→Delhi,Pune,Delhi,02:30,952,1360,408,0.7,17,8,11,False,False,winter
2026-02-03,TR007,Pune→Delhi,Pune,Delhi,15:30,1031,1360,329,0.7580882352941176,17,8,19,False,False,winter
2026-02-04,TR007,Pune→Delhi,Pune,Delhi,08:30,963,1360,397,0.7080882352941177,17,8,0,False,False,winter
2026-02-05,TR007,Pune→Delhi,Pune,Delhi,01:30,989,1360,371,0.7272058823529411,17,8,13,False,False,winter
2026-02-06,TR007,Pune→Delhi,Pune,Delhi,17:30,998,1360,362,0.7338235294117647,17,8,3,False,False,winter
2026-02-07,TR007,Pune→Delhi,Pune,Delhi,14:30,1257,1360,103,0.924264705882353,17,8,36,True,False,winter
2026-02-08,TR007,Pune→Delhi,Pune,Delhi,12:30,1200,1360,160,0.8823529411764706,17,8,12,True,False,winter
2026-02-09,TR007,Pune→Delhi,Pune,Delhi,07:30,892,1360,468,0.6558823529411765,17,8,14,False,False,winter
2026-02-10,TR007,Pune→Delhi,Pune,Delhi,14:30,899,1360,461,0.6610294117647059,17,8,6,False,False,winter
2026-02-11,TR007,Pune→Delhi,Pune,Delhi,13:30,899,1360,461,0.6610294117647059,17,8,14,False,False,winter
2026-02-12,TR007,Pune→Delhi,Pune,Delhi,01:30,988,1360,372,0.7264705882352941,17,8,13,False,False,winter
2026-02-13,TR007,Pune→Delhi,Pune,Delhi,21:30,1004,1360,356,0.7382352941176471,17,8,18,False,False,winter
2026-02-14,TR007,Pune→Delhi,Pune,Delhi,22:30,1123,1360,237,0.825735294117647,17,8,7,True,False,winter
2026-02-15,TR007,Pune→Delhi,Pune,Delhi,10:30,1130,1360,230,0.8308823529411765,17,8,10,True,False,winter
2026-02-16,TR007,Pune→Delhi,Pune,Delhi,02:30,948,1360,412,0.6970588235294117,17,8,5,False,False,winter
2026-02-17,TR007,Pune→Delhi,Pune,Delhi,11:30,992,1360,368,0.7294117647058823,17,8,9,False,False,winter
2026-02-18,TR007,Pune→Delhi,Pune,Delhi,06:30,855,1360,505,0.6286764705882353,17,8,11,False,False,winter
2026-02-19,TR007,Pune→Delhi,Pune,Delhi,01:30,950,1360,410,0.6985294117647058,17,8,19,False,False,winter
2026-02-20,TR007,Pune→Delhi,Pune,Delhi,17:30,982,1360,378,0.7220588235294118,17,8,6,False,False,winter
2026-02-21,TR007,Pune→Delhi,Pune,Delhi,01:30,1209,1360,151,0.8889705882352941,17,8,29,True,False,winter
2026-02-22,TR007,Pune→Delhi,Pune,Delhi,07:30,1174,1360,186,0.8632352941176471,17,8,23,True,False,winter
2026-02-23,TR007,Pune→Delhi,Pune,Delhi,20:30,987,1360,373,0.725735294117647,17,8,4,False,False,winter
2026-02-24,TR007,Pune→Delhi,Pune,Delhi,09:30,1022,1360,338,0.7514705882352941,17,8,5,False,False,winter
2026-02-25,TR007,Pune→Delhi,Pune,Delhi,04:30,985,1360,375,0.7242647058823529,17,8,7,False,False,winter
2026-02-26,TR007,Pune→Delhi,Pune,Delhi,19:30,1039,1360,321,0.7639705882352941,17,8,6,False,False,winter
2026-02-27,TR007,Pune→Delhi,Pune,Delhi,00:30,869,1360,491,0.6389705882352941,17,8,15,False,False,winter
2026-02-28,TR007,Pune→Delhi,Pune,Delhi,02:30,1234,1360,126,0.9073529411764706,17,8,30,True,False,winter
2026-03-01,TR007,Pune→Delhi,Pune,Delhi,12:30,1226,1360,134,0.9014705882352941,17,8,12,True,False,summer
2026-03-02,TR007,Pune→Delhi,Pune,Delhi,20:30,856,1360,504,0.6294117647058823,17,8,13,False,False,summer
2026-03-03,TR007,Pune→Delhi,Pune,Delhi,22:30,1039,1360,321,0.7639705882352941,17,8,19,False,False,summer
2026-03-04,TR007,Pune→Delhi,Pune,Delhi,02:30,1037,1360,323,0.7625,17,8,9,False,False,summer
2025-12-05,TR008,Kolkata→Mumbai,Kolkata,Mumbai,01:30,1144,960,0,1.1916666666666667,12,1,9,False,False,winter
2025-12-06,TR008,Kolkata→Mumbai,Kolkata,Mumbai,05:30,1235,960,0,1.2864583333333333,12,1,21,True,False,winter
2025-12-07,TR008,Kolkata→Mumbai,Kolkata,Mumbai,18:30,1381,960,0,1.4385416666666666,12,1,27,True,False,winter
2025-12-08,TR008,Kolkata→Mumbai,Kolkata,Mumbai,05:30,977,960,0,1.0177083333333334,12,1,6,False,False,winter
2025-12-09,TR008,Kolkata→Mumbai,Kolkata,Mumbai,07:30,1126,960,0,1.1729166666666666,12,1,9,False,False,winter
2025-12-10,TR008,Kolkata→Mumbai,Kolkata,Mumbai,17:30,1058,960,0,1.1020833333333333,12,1,0,False,False,winter
2025-12-11,TR008,Kolkata→Mumbai,Kolkata,Mumbai,15:30,1440,960,0,1.5,12,1,7,False,True,winter
2025-12-12,TR008,Kolkata→Mumbai,Kolkata,Mumbai,20:30,1029,960,0,1.071875,12,1,8,False,False,winter
2025-12-13,TR008,Kolkata→Mumbai,Kolkata,Mumbai,10:30,1440,960,0,1.5,12,1,36,True,True,winter
2025-12-14,TR008,Kolkata→Mumbai,Kolkata,Mumbai,12:30,1385,960,0,1.4427083333333333,12,1,23,True,False,winter
2025-12-15,TR008,Kolkata→Mumbai,Kolkata,Mumbai,05:30,1117,960,0,1.1635416666666667,12,1,10,False,False,winter
2025-12-16,TR008,Kolkata→Mumbai,Kolkata,Mumbai,20:30,1143,960,0,1.190625,12,1,19,False,False,winter
2025-12-17,TR008,Kolkata→Mumbai,Kolkata,Mumbai,00:30,999,960,0,1.040625,12,1,12,False,False,winter
2025-12-18,TR008,Kolkata→Mumbai,Kolkata,Mumbai,21:30,1076,960,0,1.1208333333333333,12,1,15,False,False,winter
2025-12-19,TR008,Kolkata→Mumbai,Kolkata,Mumbai,08:30,1043,960,0,1.0864583333333333,12,1,3,False,False,winter
2025-12-20,TR008,Kolkata→Mumbai,Kolkata,Mumbai,19:30,1247,960,0,1.2989583333333334,12,1,32,True,False,winter
2025-12-21,TR008,Kolkata→Mumbai,Kolkata,Mumbai,01:30,1440,960,0,1.5,12,1,22,True,True,winter
2025-12-22,TR008,Kolkata→Mumbai,Kolkata,Mumbai,01:30,1093,960,0,1.1385416666666666,12,1,10,False,False,winter
2025-12-23,TR008,Kolkata→Mumbai,Kolkata,Mumbai,04:30,1093,960,0,1.1385416666666666,12,1,4,False,False,winter
2025-12-24,TR008,Kolkata→Mumbai,Kolkata,Mumbai,12:30,1012,960,0,1.0541666666666667,12,1,9,False,False,winter
2025-12-25,TR008,Kolkata→Mumbai,Kolkata,Mumbai,17:30,1105,960,0,1.1510416666666667,12,1,3,False,False,winter
2025-12-26,TR008,Kolkata→Mumbai,Kolkata,Mumbai,05:30,988,960,0,1.0291666666666666,12,1,15,False,False,winter
2025-12-27,TR008,Kolkata→Mumbai,Kolkata,Mumbai,23:30,1402,960,0,1.4604166666666667,12,1,20,True,False,winter
2025-12-28,TR008,Kolkata→Mumbai,Kolkata,Mumbai,22:30,1397,960,0,1.4552083333333334,12,1,28,True,False,winter
2025-12-29,TR008,Kolkata→Mumbai,Kolkata,Mumbai,03:30,981,960,0,1.021875,12,1,2,False,False,winter
2025-12-30,TR008,Kolkata→Mumbai,Kolkata,Mumbai,04:30,1440,960,0,1.5,12,1,22,False,True,winter
2025-12-31,TR008,Kolkata→Mumbai,Kolkata,Mumbai,17:30,1044,960,0,1.0875,12,1,3,False,False,winter
2026-01-01,TR008,Kolkata→Mumbai,Kolkata,Mumbai,19:30,1002,960,0,1.04375,12,1,13,False,False,winter
2026-01-02,TR008,Kolkata→Mumbai,Kolkata,Mumbai,15:30,1015,960,0,1.0572916666666667,12,1,1,False,False,winter
2026-01-03,TR008,Kolkata→Mumbai,Kolkata,Mumbai,18:30,1264,960,0,1.3166666666666667,12,1,14,True,False,winter
2026-01-04,TR008,Kolkata→Mumbai,Kolkata,Mumbai,10:30,1400,960,0,1.4583333333333333,12,1,20,True,False,winter
2026-01-05,TR008,Kolkata→Mumbai,Kolkata,Mumbai,11:30,1440,960,0,1.5,12,1,33,False,True,winter
2026-01-06,TR008,Kolkata→Mumbai,Kolkata,Mumbai,07:30,1127,960,0,1.1739583333333334,12,1,13,False,False,winter
2026-01-07,TR008,Kolkata→Mumbai,Kolkata,Mumbai,05:30,954,960,6,0.99375,12,1,15,False,False,winter
2026-01-08,TR008,Kolkata→Mumbai,Kolkata,Mumbai,10:30,1010,960,0,1.0520833333333333,12,1,7,False,False,winter
2026-01-09,TR008,Kolkata→Mumbai,Kolkata,Mumbai,09:30,1440,960,0,1.5,12,1,24,False,True,winter
2026-01-10,TR008,Kolkata→Mumbai,Kolkata,Mumbai,16:30,1309,960,0,1.3635416666666667,12,1,18,True,False,winter
2026-01-11,TR008,Kolkata→Mumbai,Kolkata,Mumbai,12:30,1350,960,0,1.40625,12,1,16,True,False,winter
2026-01-12,TR008,Kolkata→Mumbai,Kolkata,Mumbai,09:30,1139,960,0,1.1864583333333334,12,1,13,False,False,winter
2026-01-13,TR008,Kolkata→Mumbai,Kolkata,Mumbai,06:30,1119,960,0,1.165625,12,1,13,False,False,winter
